icao,name,email,phone
LAA,Libyan Arab Airlines,libyanarabairlines@email.com,4253
LCR,Libyan Arab Air Cargo,libyanarabaircargo@email.com,4254
LIQ,Lid Air,lidair@email.com,4255
LCG,Lignes Aeriennes Congolaises,lignesaeriennescongolaises@email.com,4256
LKD,Lignes Aeriennes Du Tchad,lignesaeriennesdutchad@email.com,4257
LME,Lignes Mauritaniennes Air Express,lignesmauritaniennesairexpress@email.com,4258
GCB,Lignes Nationales Aeriennes - Linacongo,lignesnationalesaeriennes-linacongo@email.com,4259
GDQ,Lincoln Air National Guard,lincolnairnationalguard@email.com,4260
LRT,Lincoln Airlines,lincolnairlines@email.com,4261
LSY,Lindsay Aviation,lindsayaviation@email.com,4262
NOT,Linea Aerea Costa Norte,lineaaereacostanorte@email.com,4263
LMC,Linea Aerea Mexicana de Carga,lineaaereamexicanadecarga@email.com,4264
LNP,Linea Aerea SAPSA,lineaaereasapsa@email.com,4265
NEG,Linea Aerea de Fumig Aguas Negras,lineaaereadefumigaguasnegras@email.com,4266
LER,Linea Aerea de Servicio Ejecutivo Regional,lineaaereadeservicioejecutivoregional@email.com,4267
LSE,Linea De Aeroservicios,lineadeaeroservicios@email.com,4268
TUY,Linea Turistica Aerotuy,lineaturisticaaerotuy@email.com,4269
ALR,Lineas Aereas Alaire S.L.,lineasaereasalaires.l.@email.com,4270
LCD,Lineas Aereas Azteca,lineasaereasazteca@email.com,4271
LCN,Lineas Aereas Canedo LAC,lineasaereascanedolac@email.com,4272
LCM,Lineas Aereas Comerciales,lineasaereascomerciales@email.com,4273
EDD,Lineas Aereas Ejectuivas De Durango,lineasaereasejectuivasdedurango@email.com,4274
EDR,Lineas Aereas Eldorado,lineasaereaseldorado@email.com,4275
FED,Lineas Aereas Federales,lineasaereasfederales@email.com,4276
LMN,Lineas Aereas Monarca,lineasaereasmonarca@email.com,4277
LIJ,Lineas Aereas San Jose,lineasaereassanjose@email.com,4278
UMA,Lineas Aereas del Humaya,lineasaereasdelhumaya@email.com,4279
LEC,Linex,linex@email.com,4280
SMS,Linhas Aereas Santomenses,linhasaereassantomenses@email.com,4281
LAM,Linhas A,linhasa@email.com,4282
LAW,Link Airways of Australia,linkairwaysofaustralia@email.com,4283
WGT,Lion Air Services,lionairservices@email.com,4284
LNI,Lion Mentari Airlines,lionmentariairlines@email.com,4285
LEU,Lions-Air,lions-air@email.com,4286
LYF,Lithuanian Air Force,lithuanianairforce@email.com,4287
LRA,Little Red Air Service,littleredairservice@email.com,4288
LVG,Livingston,livingston@email.com,4289
LLB,Lloyd Aereo Boliviano,lloydaereoboliviano@email.com,4290
LNA,Lnair Air Services,lnairairservices@email.com,4291
XLG,Lockheed Air Terminal,lockheedairterminal@email.com,4292
LAC,Lockeed Aircraft Corporation,lockeedaircraftcorporation@email.com,4293
XDD,Lockheed DUATS,lockheedduats@email.com,4294
CBD,Lockheed Martin Aeronautics,lockheedmartinaeronautics@email.com,4295
LNG,Lockheed Martin Aeronautics Company,lockheedmartinaeronauticscompany@email.com,4296
LOG,Logan Air,loganair@email.com,4297
CLV,Lom Praha Flying School,lomprahaflyingschool@email.com,4298
LMS,Lomas Helicopters,lomashelicopters@email.com,4299
LCY,London City Airport Jet Centre,londoncityairportjetcentre@email.com,4300
LNX,London Executive Aviation,londonexecutiveaviation@email.com,4301
LOV,London Flight Centre (Stansted),londonflightcentre(stansted)@email.com,4302
LHC,London Helicopter Centres,londonhelicoptercentres@email.com,4303
LSS,Lone Star Airlines,lonestarairlines@email.com,4304
ORA,Long Island Airlines,longislandairlines@email.com,4305
LGT,Longtail Aviation,longtailaviation@email.com,4306
LRR,Lorraine Aviation,lorraineaviation@email.com,4307
LSC,Los Cedros Aviacion,loscedrosaviacion@email.com,4308
TAS,Lotus Air,lotusair@email.com,4309
LTW,Luchtvaartmaatschappij Twente,luchtvaartmaatschappijtwente@email.com,4310
LKE,Lucky Air,luckyair@email.com,4311
LUT,Luft Carago,luftcarago@email.com,4312
LVD,Luftfahrt-Vermietungs-Dienst,luftfahrt-vermietungs-dienst@email.com,4313
LGW,Luftfahrtgesellschaft Walter,luftfahrtgesellschaftwalter@email.com,4314
DLH,Lufthansa,lufthansa@email.com,4315
GEC,Lufthansa Cargo,lufthansacargo@email.com,4316
CLH,Lufthansa CityLine,lufthansacityline@email.com,4317
,Lufthansa Systems,lufthansasystems@email.com,4318
LHT,Lufthansa Technik,lufthansatechnik@email.com,4319
LTF,Lufttaxi Fluggesellschaft,lufttaxifluggesellschaft@email.com,4320
LTR,Lufttransport,lufttransport@email.com,4321
LHS,Luhansk,luhansk@email.com,4322
UNY,Lund University School of Aviation,lunduniversityschoolofaviation@email.com,4323
LGL,Luxair,luxair@email.com,4324
LXA,Luxaviation,luxaviation@email.com,4325
LUV,Luxembourg Air Rescue,luxembourgairrescue@email.com,4326
LFE,Luxflight Executive,luxflightexecutive@email.com,4327
LXO,Luxor Air,luxorair@email.com,4328
LUZ,Luzair,luzair@email.com,4329
UKW,Lviv Airlines,lvivairlines@email.com,4330
LYD,Lydd Air,lyddair@email.com,4331
LCH,Lynch Flying Service,lynchflyingservice@email.com,4332
LYC,Lynden Air Cargo,lyndenaircargo@email.com,4333
LXF,Lynx Air International,lynxairinternational@email.com,4334
LYX,Lynx Aviation,lynxaviation@email.com,4335
LPR,L,l@email.com,4336
LAU,L,l@email.com,4337
JNH,M & N Aviation,m&naviation@email.com,4338
MCF,MAC Fotografica,macfotografica@email.com,4339
MRG,MANAG'AIR,manag'air@email.com,4340
MPJ,MAP-Management and Planung,map-managementandplanung@email.com,4341
TFG,MAS Airways,masairways@email.com,4342
MAA,MasAir,masair@email.com,4343
MAK,MAT Macedonian Airlines,matmacedonianairlines@email.com,4344
MCC,MCC Aviation,mccaviation@email.com,4345
MGA,MG Aviacion,mgaviacion@email.com,4346
JLA,MIA Airlines,miaairlines@email.com,4347
MGL,MIAT Mongolian Airlines,miatmongolianairlines@email.com,4348
MNC,MIT Airlines,mitairlines@email.com,4349
MKA,MK Airline,mkairline@email.com,4350
MNB,MNG Airlines,mngairlines@email.com,4351
EBF,MSR Flug-Charter,msrflug-charter@email.com,4352
MCV,MTC Aviacion,mtcaviacion@email.com,4353
MAQ,Mac Aviation,macaviation@email.com,4354
MCN,Mac Dan Aviation Corporation,macdanaviationcorporation@email.com,4355
MTD,MacKnight Airlines,macknightairlines@email.com,4356
MCK,Macair Airlines,macairairlines@email.com,4357
MCS,Macedonian Airlines,macedonianairlines@email.com,4358
MDH,Madina Air,madinaair@email.com,4359
,Maersk,maersk@email.com,4360
MJB,Magic Blue Airlines,magicblueairlines@email.com,4361
MGR,Magna Air,magnaair@email.com,4362
MLH,Mahalo Air,mahaloair@email.com,4363
IRM,Mahan Air,mahanair@email.com,4364
MZS,Mahfooz Aviation,mahfoozaviation@email.com,4365
MAT,Maine Aviation,maineaviation@email.com,4366
MAJ,Majestic Airlines,majesticairlines@email.com,4367
AKM,Mak Air,makair@email.com,4368
MLG,Malagasy Airlines,malagasyairlines@email.com,4369
MLX,Malawi Express,malawiexpress@email.com,4370
MKK,Malaya Aviatsia Dona,malayaaviatsiadona@email.com,4371
MAS,Malaysia Airlines,malaysiaairlines@email.com,4372
MAE,Mali Air,maliair@email.com,4373
VXP,Mali Air Express,maliairexpress@email.com,4374
MTZ,Mali Airways,maliairways@email.com,4375
MLC,Malila Airlift,malilaairlift@email.com,4376
MLS,Mall Airways,mallairways@email.com,4377
SCW,Malmo Aviation,malmoaviation@email.com,4378
LOD,Malmoe Air Taxi,malmoeairtaxi@email.com,4379
SCW,Malmö Aviation,malmöaviation@email.com,4380
MAC,Malta Air Charter,maltaaircharter@email.com,4381
MWS,Malta Wings,maltawings@email.com,4382
MAH,Malév,malév@email.com,4383
MLB,Manaf International Airways,manafinternationalairways@email.com,4384
MDL,Mandala Airlines,mandalaairlines@email.com,4385
MDA,Mandarin Airlines,mandarinairlines@email.com,4386
MNO,Mango,mango@email.com,4387
MHN,Manhattan Air,manhattanair@email.com,4388
MTO,Manitoulin Air Services,manitoulinairservices@email.com,4389
MNR,Mann Air,mannair@email.com,4390
MAN,Mannion Air Charter,mannionaircharter@email.com,4391
MTS,Mantrust Asahi Airways,mantrustasahiairways@email.com,4392
MNX,Manx Airlines,manxairlines@email.com,4393
MAD,Maple Air Services,mapleairservices@email.com,4394
MAR,March Helicopters,marchhelicopters@email.com,4395
MCP,Marcopolo Airways,marcopoloairways@email.com,4396
MGI,Marghi Air,marghiair@email.com,4397
MRK,Markair,markair@email.com,4398
MKO,Markoss Aviation,markossaviation@email.com,4399
MRW,Mars RK,marsrk@email.com,4400
MCE,Marshall Aerospace,marshallaerospace@email.com,4401
MSL,Marsland Aviation,marslandaviation@email.com,4402
XMA,Martin Aviation Services,martinaviationservices@email.com,4403
MBE,Martin-Baker,martin-baker@email.com,4404
MPH,Martinair,martinair@email.com,4405
MRA,Martinaire,martinaire@email.com,4406
MFA,Martyn Fiddler Associates,martynfiddlerassociates@email.com,4407
MVN,Marvin Limited,marvinlimited@email.com,4408
TRP,Maryland State Police,marylandstatepolice@email.com,4409
MTH,Massachusetts Institute of Technology,massachusettsinstituteoftechnology@email.com,4410
MSY,Massey University School of Aviation,masseyuniversityschoolofaviation@email.com,4411
MSW,Master Airways,masterairways@email.com,4412
MPL,Master Planner,masterplanner@email.com,4413
LMJ,Masterjet,masterjet@email.com,4414
,Mastertop Linhas Aereas,mastertoplinhasaereas@email.com,4415
MIA,Mauria,mauria@email.com,4416
MNV,Mauritanienne Aerienne Et Navale,mauritanienneaerienneetnavale@email.com,4417
MRF,Mauritanienne Air Fret,mauritanienneairfret@email.com,4418
MWY,Mauritanienne Airways,mauritanienneairways@email.com,4419
MDE,Mauritanienne De Transport Aerien,mauritaniennedetransportaerien@email.com,4420
MVR,Maverick Airways,maverickairways@email.com,4421
MVL,Mavial Magadan Airlines,mavialmagadanairlines@email.com,4422
MAI,Max Avia,maxavia@email.com,4423
MSF,Max Sea Food,maxseafood@email.com,4424
MAX,Max-Aviation,max-aviation@email.com,4425
MXL,Maxair,maxair@email.com,4426
MXU,Maximus Air Cargo,maximusaircargo@email.com,4427
MXJ,Maxjet Airways,maxjetairways@email.com,4428
MXS,Maxsus-Avia,maxsus-avia@email.com,4429
MXP,May Air Xpress,mayairxpress@email.com,4430
MYD,Maya Island Air,mayaislandair@email.com,4431
MYI,Mayair,mayair@email.com,4432
MBS,Mbach Air,mbachair@email.com,4433
MCH,McAlpine Helicopters,mcalpinehelicopters@email.com,4434
MKL,McCall Aviation,mccallaviation@email.com,4435
DAC,McDonnell Douglas,mcdonnelldouglas@email.com,4436
MDS,McNeely Charter Services,mcneelycharterservices@email.com,4437
MEK,Med-Trans of Florida,med-transofflorida@email.com,4438
MDM,Medavia Company,medaviacompany@email.com,4439
MRZ,Medical Air Rescue Services,medicalairrescueservices@email.com,4440
MCL,Medical Aviation Services,medicalaviationservices@email.com,4441
MDF,Mediterranean Air Freight,mediterraneanairfreight@email.com,4442
MDY,Mediterranean Airways,mediterraneanairways@email.com,4443
MEJ,Medjet International,medjetinternational@email.com,4444
MGK,Mega,mega@email.com,4445
MEL,Mega Linhas Aereas,megalinhasaereas@email.com,4446
MKN,Mekong Airlines,mekongairlines@email.com,4447
MNJ,Menajet,menajet@email.com,4448
MXX,Merchant Express Aviation,merchantexpressaviation@email.com,4449
MEC,Mercury Aircourier Service,mercuryaircourierservice@email.com,4450
POV,Meridian,meridian@email.com,4451
MRD,Meridian Air Cargo,meridianaircargo@email.com,4452
MHL,Meridian Airlines,meridianairlines@email.com,4453
DSL,Meridian Aviation,meridianaviation@email.com,4454
MEM,Meridian Limited,meridianlimited@email.com,4455
ISS,Meridiana,meridiana@email.com,4456
MEI,Merlin Airways,merlinairways@email.com,4457
MNA,Merpati Nusantara Airlines,merpatinusantaraairlines@email.com,4458
ASH,Mesa Airlines,mesaairlines@email.com,4459
MES,Mesaba Airlines,mesabaairlines@email.com,4460
MSQ,Meta Linhas A,metalinhasa@email.com,4461
MET,Meteorological Research Flight,meteorologicalresearchflight@email.com,4462
MER,Methow Aviation,methowaviation@email.com,4463
MVI,Metro Business Aviation,metrobusinessaviation@email.com,4464
MEX,Metro Express,metroexpress@email.com,4465
MTR,Metroflight,metroflight@email.com,4466
MTJ,Metrojet,metrojet@email.com,4467
PIX,Metropix UK,metropixuk@email.com,4468
MPS,Metroplis,metroplis@email.com,4469
MXB,Mex Blue,mexblue@email.com,4470
MJT,Mex-Jet,mex-jet@email.com,4471
MXA,Mexicana de Aviaci,mexicanadeaviaci@email.com,4472
MXT,Mexico Transportes Aereos,mexicotransportesaereos@email.com,4473
HUR,Miami Air Charter,miamiaircharter@email.com,4474
BSK,Miami Air International,miamiairinternational@email.com,4475
OWL,Miami Valley Aviation,miamivalleyaviation@email.com,4476
MPT,Miapet-Avia,miapet-avia@email.com,4477
BIB,Michelin Air Services,michelinairservices@email.com,4478
WIZ,Micromatter Technology Solutions,micromattertechnologysolutions@email.com,4479
NYL,Mid Airlines,midairlines@email.com,4480
MPA,Mid-Pacific Airlines,mid-pacificairlines@email.com,4481
MJR,Midamerica Jet,midamericajet@email.com,4482
MEA,Middle East Airlines,middleeastairlines@email.com,4483
MID,Midland Airport Services,midlandairportservices@email.com,4484
MFR,Midline Air Freight,midlineairfreight@email.com,4485
MIS,Midstate Airlines,midstateairlines@email.com,4486
MDW,Midway Airlines,midwayairlines@email.com,4487
FLA,Midway Express,midwayexpress@email.com,4488
FAX,Midwest Air Freighters,midwestairfreighters@email.com,4489
MEP,Midwest Airlines,midwestairlines@email.com,4490
MWA,Midwest Airlines (Egypt),midwestairlines(egypt)@email.com,4491
NIT,Midwest Aviation,midwestaviation@email.com,4492
MWT,Midwest Aviation Division,midwestaviationdivision@email.com,4493
HTE,Midwest Helicopters De Mexico,midwesthelicoptersdemexico@email.com,4494
MAB,Millardair,millardair@email.com,4495
RJM,Millen Corporation,millencorporation@email.com,4496
MLK,Millennium Air,millenniumair@email.com,4497
MFS,Miller Flying Services,millerflyingservices@email.com,4498
OXO,Million Air,millionair@email.com,4499
MIM,Mimino,mimino@email.com,4500
NAB,Mina Airline Company,minaairlinecompany@email.com,4501
OMR,Minair,minair@email.com,4502
EBE,Minebea Technologies,minebeatechnologies@email.com,4503
MAZ,Mines Air Services Zambia,minesairserviceszambia@email.com,4504
MNL,Miniliner,miniliner@email.com,4505
MNS,Ministic Air,ministicair@email.com,4506
WDG,Ministry of Agriculture,ministryofagriculture@email.com,4507
LIR,Minsk Aircraft Overhaul Plant,minskaircraftoverhaulplant@email.com,4508
MIR,Miramichi Air Service,miramichiairservice@email.com,4509
MIF,Miras,miras@email.com,4510
MOS,Misr Overseas Airways,misroverseasairways@email.com,4511
MAF,Mission Aviation Fellowship,missionaviationfellowship@email.com,4512
MSN,Missionair,missionair@email.com,4513
MRN,Missions Gouvernemtales Francaises,missionsgouvernemtalesfrancaises@email.com,4514
BDG,Mississippi State University,mississippistateuniversity@email.com,4515
MVA,Mississippi Valley Airways,mississippivalleyairways@email.com,4516
MSA,Mistral Air,mistralair@email.com,4517
MBO,Mobil Oil,mobiloil@email.com,4518
MXE,Mocambique Expresso,mocambiqueexpresso@email.com,4519
MFZ,Mofaz Air,mofazair@email.com,4520
MLE,Moldaeroservice,moldaeroservice@email.com,4521
MDV,Moldavian Airlines,moldavianairlines@email.com,4522
MVG,Moldova,moldova@email.com,4523
RRV,Mombasa Air Safari,mombasaairsafari@email.com,4524
MON,Monarch Airlines,monarchairlines@email.com,4525
MNH,Monarch Airlines,monarchairlines@email.com,4526
,Myway Airlines,mywayairlines@email.com,4527
MFC,Moncton Flying Club,monctonflyingclub@email.com,4528
MDB,Monde Air Charters,mondeaircharters@email.com,4529
MTI,Monerrey Air Taxi,monerreyairtaxi@email.com,4530
MKY,Monky Aerotaxis,monkyaerotaxis@email.com,4531
MGX,Montenegro Airlines,montenegroairlines@email.com,4532
MNT,Montserrat Airways,montserratairways@email.com,4533
MNY,Mooney Aircraft Corporation,mooneyaircraftcorporation@email.com,4534
MAL,Morningstar Air Express,morningstarairexpress@email.com,4535
MSS,Morris Air Service,morrisairservice@email.com,4536
MRO,Morrison Flying Service,morrisonflyingservice@email.com,4537
GAI,Moskovia Airlines,moskoviaairlines@email.com,4538
MPI,Mosphil Aero,mosphilaero@email.com,4539
MSI,Motor Sich,motorsich@email.com,4540
NZM,Mount Cook Airlines,mountcookairlines@email.com,4541
MTN,Mountain Air Cargo,mountainaircargo@email.com,4542
MTC,Mountain Air Company,mountainaircompany@email.com,4543
PKP,Mountain Air Express,mountainairexpress@email.com,4544
BRR,Mountain Air Service,mountainairservice@email.com,4545
MBI,Mountain Bird,mountainbird@email.com,4546
MHA,Mountain High Aviation,mountainhighaviation@email.com,4547
MPC,Mountain Pacific Air,mountainpacificair@email.com,4548
MTV,Mountain Valley Air Service,mountainvalleyairservice@email.com,4549
MOW,Mowhawk Airlines,mowhawkairlines@email.com,4550
MDN,Mudan Airlines,mudanairlines@email.com,4551
CMJ,Mudanjiang General Aviation,mudanjianggeneralaviation@email.com,4552
MTX,Multi Taxi,multitaxi@email.com,4553
WBR,Multi-Aero,multi-aero@email.com,4554
MFT,Multiflight,multiflight@email.com,4555
MNZ,Murmansk Aircompany,murmanskaircompany@email.com,4556
MUA,Murray Air,murrayair@email.com,4557
MMR,Musrata Air Transport,musrataairtransport@email.com,4558
MAW,Mustique Airways,mustiqueairways@email.com,4559
MYW,My Way Airlines,mywayairlines@email.com,4560
MYT,MyTravel Airways,mytravelairways@email.com,4561
UBA,Myanma Airways,myanmaairways@email.com,4562
MMM,Myanmar Airways International,myanmarairwaysinternational@email.com,4563
MYA,Myflug,myflug@email.com,4564
VKG,Mytravel Airways,mytravelairways@email.com,4565
NLG,NEL Cargo,nelcargo@email.com,4566
NHG,NHT Lineas Aereas,nhtlineasaereas@email.com,4567
WAR,NZ Warbirds Association,nzwarbirdsassociation@email.com,4568
ANL,Nacoia Lda,nacoialda@email.com,4569
NHZ,Nada Air Service,nadaairservice@email.com,4570
BFN,Compangnie Nationale Naganagani,compangnienationalenaganagani@email.com,4571
NAH,Nahanni Air Services Ltd,nahanniairservicesltd@email.com,4572
NKL,Nakheel Aviation,nakheelaviation@email.com,4573
MRE,Namibia Commerical Aviation,namibiacommericalaviation@email.com,4574
NDF,Namibian Defence Force,namibiandefenceforce@email.com,4575
CNJ,Nanjing Airlines,nanjingairlines@email.com,4576
ACK,Nantucket Airlines,nantucketairlines@email.com,4577
NYA,Nanyah Aviation,nanyahaviation@email.com,4578
NAP,Napier Air Service Inc,napierairserviceinc@email.com,4579
NCM,Nas Air,nasair@email.com,4580
,Nas Air,nasair@email.com,4581
NAS,Nasair,nasair@email.com,4582
NJC,Nashville Jet Charters,nashvillejetcharters@email.com,4583
NCO,Natalco Air Lines,natalcoairlines@email.com,4584
NTK,Natioanl Air Traffic Controllers Association,natioanlairtrafficcontrollersassociation@email.com,4585
NSR,National Air Charter,nationalaircharter@email.com,4586
RFI,National Air Traffic Services,nationalairtrafficservices@email.com,4587
NAN,National Airlines,nationalairlines@email.com,4588
NCN,National Airlines,nationalairlines@email.com,4589
ROK,National Airlines,nationalairlines@email.com,4590
NAL,National Airlines,nationalairlines@email.com,4591
KUS,National Airlines,nationalairlines@email.com,4592
,National Airways Cameroon,nationalairwayscameroon@email.com,4593
LFI,National Airways Corporation,nationalairwayscorporation@email.com,4594
GTY,National Aviation Company,nationalaviationcompany@email.com,4595
TNC,National Aviation Consultants,nationalaviationconsultants@email.com,4596
NXT,National Express,nationalexpress@email.com,4597
GRD,National Grid,nationalgrid@email.com,4598
JTE,National Jet Express,nationaljetexpress@email.com,4599
AND,National Jet Service,nationaljetservice@email.com,4600
NJS,National Jet Systems,nationaljetsystems@email.com,4601
NAA,National Oceanic and Atmospheric Administration,nationaloceanicandatmosphericadministration@email.com,4602
NOL,National Overseas Airlines Company,nationaloverseasairlinescompany@email.com,4603
NLS,Nationale Luchtvaartschool,nationaleluchtvaartschool@email.com,4604
NAE,Nations Air Express Inc,nationsairexpressinc@email.com,4605
NTW,Nationwide Airlines,nationwideairlines@email.com,4606
NWZ,Nationwide Airlines (Zambia),nationwideairlines(zambia)@email.com,4607
EVM,Natural Environment Research Council,naturalenvironmentresearchcouncil@email.com,4608
NRR,Natureair,natureair@email.com,4609
NRK,Naturelink Charter,naturelinkcharter@email.com,4610
RON,Nauru Air Corporation,nauruaircorporation@email.com,4611
NVC,NAV CANADA,navcanada@email.com,4612
NAV,Nav Flight Planning,navflightplanning@email.com,4613
NVP,Navegacao Aerea De Portugal,navegacaoaereadeportugal@email.com,4614
NAY,Navegacion Servicios Aereos Canarios SA,navegacionserviciosaereoscanariossa@email.com,4615
IRI,Navid,navid@email.com,4616
NVM,Naviera Mexicana,navieramexicana@email.com,4617
NVL,Navigator Airlines,navigatorairlines@email.com,4618
XNV,Navinc Airlines Services,navincairlinesservices@email.com,4619
,Navitaire,navitaire@email.com,4620
XNS,Navtech System Support,navtechsystemsupport@email.com,4621
NZA,Nayzak Air Transport,nayzakairtransport@email.com,4622
NEB,State of Nebraska,stateofnebraska@email.com,4623
NEC,Necon Air,neconair@email.com,4624
NCG,Nederlandse Kustwacht,nederlandsekustwacht@email.com,4625
NFT,Nefteyugansk Aviation Division,nefteyuganskaviationdivision@email.com,4626
NLA,Neiltown Air,neiltownair@email.com,4627
NLC,Nelair Charters,nelaircharters@email.com,4628
CGE,Nelson Aviation College,nelsonaviationcollege@email.com,4629
RNA,Nepal Airlines,nepalairlines@email.com,4630
NOS,Neos,neos@email.com,4631
TOX,Neosiam Airways,neosiamairways@email.com,4632
NSL,Neric,neric@email.com,4633
EJA,NetJets,netjets@email.com,4634
NET,Network Aviation Services,networkaviationservices@email.com,4635
NEZ,New England Air Express,newenglandairexpress@email.com,4636
NEA,New England Airlines,newenglandairlines@email.com,4637
NHT,New Heights 291,newheights291@email.com,4638
NWD,New World Jet Corporation,newworldjetcorporation@email.com,4639
NYH,New York Helicopter,newyorkhelicopter@email.com,4640
GRY,New York State Police,newyorkstatepolice@email.com,4641
KRC,New Zealand Air Defence Force,newzealandairdefenceforce@email.com,4642
HVA,Newair,newair@email.com,4643
NLT,Newfoundland Labrador Air Transport,newfoundlandlabradorairtransport@email.com,4644
NTJ,NextJet,nextjet@email.com,4645
NXF,Nextflight Aviation,nextflightaviation@email.com,4646
NXS,Nexus Aviation,nexusaviation@email.com,4647
NIS,Nicaraguense De Aviacion,nicaraguensedeaviacion@email.com,4648
NCN,Nicon Airways,niconairways@email.com,4649
NGA,Nigeria Airways,nigeriaairways@email.com,4650
NGR,Nigerian Air Force,nigerianairforce@email.com,4651
NGX,Nigerian Global,nigerianglobal@email.com,4652
EXT,Night Express,nightexpress@email.com,4653
NLY,Niki,niki@email.com,4654
NKV,Nikolaev-Air,nikolaev-air@email.com,4655
NSA,Nile Safaris Aviation,nilesafarisaviation@email.com,4656
NVA,Nile Valley Aviation Company,nilevalleyaviationcompany@email.com,4657
NLW,Nile Wings Aviation Services,nilewingsaviationservices@email.com,4658
NBS,Nimbus Aviation,nimbusaviation@email.com,4659
NCA,Nippon Cargo Airlines,nipponcargoairlines@email.com,4660
NVK,Nizhnevartovskavia,nizhnevartovskavia@email.com,4661
SRG,Search and Rescue 202,searchandrescue202@email.com,4662
SRD,Search and Rescue 22,searchandrescue22@email.com,4663
NOH,No. 32 (The Royal) Squadron RAF,no.32(theroyal)squadronraf@email.com,4664
AKG,84 Squadron Royal Air Force @ RAF Akrotiri,84squadronroyalairforce@rafakrotiri@email.com,4665
NBL,Nobil Air,nobilair@email.com,4666
NOK,Nok Air,nokair@email.com,4667
NRL,Nolinor Aviation,nolinoraviation@email.com,4668
NMD,Nomad Aviation,nomadaviation@email.com,4669
NOC,Norcopter,norcopter@email.com,4670
NEF,Nord-Flyg,nord-flyg@email.com,4671
NES,Nordeste Linhas Aereas Regionais,nordestelinhasaereasregionais@email.com,4672
NRD,Nordic Regional,nordicregional@email.com,4673
NVD,Nordic Solutions,nordicsolutions@email.com,4674
NDS,Nordstree (Australia),nordstree(australia)@email.com,4675
NRT,Norestair,norestair@email.com,4676
NCF,Norfolk County Flight College,norfolkcountyflightcollege@email.com,4677
NOA,Norontair,norontair@email.com,4678
HMF,Norrlandsflyg,norrlandsflyg@email.com,4679
NRX,Norse Air Charter,norseaircharter@email.com,4680
NIR,Norsk Flyrjeneste,norskflyrjeneste@email.com,4681
NOR,Norsk Helikopter,norskhelikopter@email.com,4682
DOC,Norsk Luftambulanse,norskluftambulanse@email.com,4683
RTV,Nortavia,nortavia@email.com,4684
NAI,North Adria Aviation,northadriaaviation@email.com,4685
NTM,North American Airlines,northamericanairlines@email.com,4686
HMR,North American Charters,northamericancharters@email.com,4687
NAJ,North American Jet Charter Group,northamericanjetchartergroup@email.com,4688
NAT,North Atlantic Air Inc,northatlanticairinc@email.com,4689
NFC,North Atlantic Cargo,northatlanticcargo@email.com,4690
NBN,North British Airlines,northbritishairlines@email.com,4691
NCB,North Caribou Flying Service Ltd,northcaribouflyingserviceltd@email.com,4692
NCC,North Coast Air Services Ltd,northcoastairservicesltd@email.com,4693
,North Coast Aviation,northcoastaviation@email.com,4694
NFA,North Flying,northflying@email.com,4695
NRC,North Sea Airways,northseaairways@email.com,4696
SBX,North Star Air Cargo,northstaraircargo@email.com,4697
NRV,North Vancouver Airlines,northvancouverairlines@email.com,4698
NWW,North West Airlines,northwestairlines@email.com,4699
PTO,North West Geomatics,northwestgeomatics@email.com,4700
NEN,North-East Airlines,north-eastairlines@email.com,4701
VBG,North-West Air Transport Company - Vyborg,north-westairtransportcompany-vyborg@email.com,4702
NWL,North-Wright Airways,north-wrightairways@email.com,4703
NLL,Northafrican Air Transport,northafricanairtransport@email.com,4704
NFL,Northaire Feight Lines,northairefeightlines@email.com,4705
NSF,Northamptonshire School of Flying,northamptonshireschoolofflying@email.com,4706
NCE,Northcoast Executive Airlines,northcoastexecutiveairlines@email.com,4707
NEE,Northeast Airlines,northeastairlines@email.com,4708
NPX,Northeast Aviation,northeastaviation@email.com,4709
NAC,Northern Air Cargo,northernaircargo@email.com,4710
BYC,Northern Airlines Sanya,northernairlinessanya@email.com,4711
NDA,Northern Airways,northernairways@email.com,4712
CMU,Northern Aviation Service,northernaviationservice@email.com,4713
,Northern Dene Airways,northerndeneairways@email.com,4714
NEX,Northern Executive Aviation,northernexecutiveaviation@email.com,4715
NIC,Northern Illinois Commuter,northernillinoiscommuter@email.com,4716
NTX,Northern Jet Management,northernjetmanagement@email.com,4717
NTA,Northern Thunderbird Air,northernthunderbirdair@email.com,4718
KOE,Northland Aviation,northlandaviation@email.com,4719
NSS,Northstar Aviation,northstaraviation@email.com,4720
NHL,Northumbria Helicopters,northumbriahelicopters@email.com,4721
NAL,Northway Aviation Ltd,northwayaviationltd@email.com,4722
NWE,Northwest Aero Associates,northwestaeroassociates@email.com,4723
NWA,Northwest Airlines,northwestairlines@email.com,4724
NWR,Northwest Regional Airlines,northwestregionalairlines@email.com,4725
NWT,Northwest Territorial Airways,northwestterritorialairways@email.com,4726
PLR,Northwestern Air,northwesternair@email.com,4727
NWN,Northwinds Northern,northwindsnorthern@email.com,4728
NAM,Nortland Air Manitoba,nortlandairmanitoba@email.com,4729
NAX,Norwegian Air Shuttle,norwegianairshuttle@email.com,4730
TFN,Norwegian Aviation College,norwegianaviationcollege@email.com,4731
XNT,Notams International,notamsinternational@email.com,4732
LBT,Nouvel Air Tunisie,nouvelairtunisie@email.com,4733
NOV,Nova Airline,novaairline@email.com,4734
PTR,Nova Scotia Department of Lands and Forests,novascotiadepartmentoflandsandforests@email.com,4735
NVR,Novair,novair@email.com,4736
